Shipment ID,Shipment Date,Customer,Origin State,Destination State,Service Level,Parcel Type,Weight (kg),Length (cm),Width (cm),Height (cm),Selling Price (RM)
JEN1000000813MY,21-Jul-26,Zana,Kelantan,Sabah,Economy,Small,1.75,18,16,8,8
JEN1000000814MY,21-Jul-26,Aina,Sarawak,Sabah,Economy,Small,0.85,24,19,10,8
JEN1000000815MY,21-Jul-26,Aina,WPKL,Pahang,Economy,Small,0.31,22,10,5,8
JEN1000000816MY,21-Jul-26,Aina,Pahang,Sarawak,Economy,Small,1.97,15,18,8,8
JEN1000000817MY,21-Jul-26,Lee,WPKL,Penang,Economy,Small,0.65,21,14,6,8
JEN1000000818MY,21-Jul-26,Lee,Johor,Sarawak,Economy,Small,0.66,15,18,4,8
JEN1000000819MY,21-Jul-26,Siti,Kelantan,Selangor,Economy,Small,1.47,16,12,10,8
JEN1000000820MY,21-Jul-26,Hafiz,Sarawak,Sarawak,Economy,Small,0.71,15,12,9,8
JEN1000000821MY,21-Jul-26,Ahmad,Penang,Kelantan,Economy,Small,0.27,20,20,4,8
JEN1000000822MY,21-Jul-26,Aina,Selangor,Selangor,Economy,Small,1.44,25,15,3,8
JEN1000000823MY,21-Jul-26,Nurul,Sarawak,Pahang,Economy,Small,1.26,17,16,10,8
JEN1000000824MY,21-Jul-26,Siti,WPKL,Johor,Economy,Small,1.83,24,20,4,8
JEN1000000825MY,21-Jul-26,Tan,Johor,Johor,Economy,Small,1.56,15,16,6,8
JEN1000000826MY,21-Jul-26,Zana,Kelantan,Perak,Economy,Small,1.29,16,12,5,8
JEN1000000827MY,21-Jul-26,Hafiz,Perak,WPKL,Economy,Small,0.97,22,18,2,8
JEN1000000828MY,21-Jul-26,Nurul,Kelantan,Penang,Economy,Small,0.51,25,17,9,8
JEN1000000829MY,21-Jul-26,Tan,Kelantan,Selangor,Economy,Small,1.24,15,13,10,8
JEN1000000830MY,21-Jul-26,Zana,Pahang,Penang,Economy,Small,0.19,17,10,7,8
JEN1000000831MY,21-Jul-26,Ahmad,Johor,WPKL,Economy,Small,1.37,24,14,7,8
JEN1000000832MY,21-Jul-26,Hafiz,WPKL,Selangor,Economy,Small,0.89,17,12,6,8
JEN1000000833MY,21-Jul-26,Ahmad,Pahang,Johor,Economy,Small,1.94,24,15,2,8
JEN1000000834MY,21-Jul-26,Aina,Perak,Sabah,Economy,Small,0.8,21,11,8,8
JEN1000000835MY,21-Jul-26,Aina,Selangor,Perak,Economy,Small,0.99,16,14,7,8
JEN1000000836MY,21-Jul-26,Ahmad,Sarawak,Pahang,Economy,Small,0.5,18,19,2,8
JEN1000000837MY,21-Jul-26,Hafiz,Pahang,Selangor,Economy,Small,1.02,24,14,8,8
JEN1000000838MY,21-Jul-26,Hafiz,Sabah,Perak,Economy,Small,1.1,24,15,4,8
JEN1000000839MY,21-Jul-26,Hafiz,Kelantan,Pahang,Economy,Small,1.49,22,17,4,8
JEN1000000840MY,21-Jul-26,Lee,Penang,Perak,Economy,Small,1.96,15,11,2,8
JEN1000000841MY,21-Jul-26,Raj,Selangor,Penang,Economy,Small,1.62,21,16,2,8
JEN1000000842MY,21-Jul-26,Tan,Sabah,Pahang,Economy,Small,1.63,18,10,5,8
JEN1000000843MY,21-Jul-26,Zana,Perak,Selangor,Economy,Small,0.68,23,18,7,8
JEN1000000844MY,21-Jul-26,Siti,Selangor,Sabah,Economy,Small,0.75,24,19,2,8
JEN1000000845MY,21-Jul-26,Zana,Penang,Sabah,Economy,Small,1.68,25,17,9,8
JEN1000000846MY,21-Jul-26,Lee,Johor,Kelantan,Economy,Small,0.4,22,18,7,8
JEN1000000847MY,21-Jul-26,Aina,Sarawak,WPKL,Economy,Small,1.69,19,19,7,8
JEN1000000848MY,21-Jul-26,Ahmad,Pahang,WPKL,Economy,Small,0.5,25,15,7,8
JEN1000000849MY,21-Jul-26,Siti,Johor,Perak,Economy,Small,1.7,20,16,10,8
JEN1000000850MY,21-Jul-26,Tan,Sarawak,Johor,Economy,Small,1.23,19,15,2,8
JEN1000000851MY,21-Jul-26,Tan,Sarawak,Selangor,Economy,Small,1.04,18,15,9,8
JEN1000000852MY,21-Jul-26,Lim,Penang,Pahang,Economy,Small,0.67,16,15,2,8
JEN1000000853MY,21-Jul-26,Lim,Selangor,Kelantan,Economy,Small,1.06,22,18,4,8
JEN1000000854MY,21-Jul-26,Siti,Sabah,Kelantan,Economy,Small,1.49,23,14,7,8
JEN1000000855MY,21-Jul-26,Lee,Selangor,Pahang,Economy,Small,1.39,17,13,2,8
JEN1000000856MY,21-Jul-26,Raj,Sarawak,Pahang,Economy,Small,0.32,19,10,3,8
JEN1000000857MY,21-Jul-26,Hafiz,Kelantan,WPKL,Economy,Small,0.3,25,14,2,8
JEN1000000858MY,21-Jul-26,Aina,Perak,Penang,Economy,Small,0.71,18,14,6,8
JEN1000000859MY,21-Jul-26,Tan,Sabah,Kelantan,Economy,Small,1.38,19,12,4,8
JEN1000000860MY,21-Jul-26,Lim,Selangor,WPKL,Economy,Small,1.92,23,18,3,8
JEN1000000861MY,21-Jul-26,Hafiz,Pahang,Sabah,Economy,Small,1.14,19,12,6,8
JEN1000000862MY,21-Jul-26,Lee,Penang,Johor,Economy,Small,0.24,24,15,10,8
JEN1000000863MY,21-Jul-26,Nurul,WPKL,Johor,Economy,Small,0.16,25,10,3,8
JEN1000000864MY,21-Jul-26,Hafiz,WPKL,Selangor,Economy,Small,0.91,17,19,9,8
JEN1000000865MY,21-Jul-26,Ahmad,Sabah,Perak,Economy,Small,0.73,18,20,10,8
JEN1000000866MY,21-Jul-26,Tan,Kelantan,Johor,Economy,Small,0.28,22,11,9,8
JEN1000000867MY,21-Jul-26,Raj,Kelantan,Kelantan,Economy,Small,0.54,18,12,6,8
JEN1000000868MY,21-Jul-26,Lee,Sarawak,Johor,Economy,Small,1.43,25,15,7,8
JEN1000000869MY,21-Jul-26,Lee,Kelantan,WPKL,Economy,Small,0.22,16,15,9,8
JEN1000000870MY,21-Jul-26,Aina,Johor,Perak,Economy,Small,1.56,24,19,4,8
JEN1000000871MY,21-Jul-26,Ahmad,Selangor,Sarawak,Economy,Small,1.65,16,15,10,8
JEN1000000872MY,21-Jul-26,Hafiz,Perak,Pahang,Economy,Small,0.98,24,16,5,8
JEN1000000873MY,21-Jul-26,Raj,Penang,Pahang,Economy,Small,0.4,22,16,3,8
JEN1000000874MY,21-Jul-26,Aina,Penang,Sarawak,Economy,Small,1.59,21,19,7,8
JEN1000000875MY,21-Jul-26,Ahmad,Penang,Johor,Economy,Small,1.36,16,19,9,8
JEN1000000876MY,21-Jul-26,Nurul,Kelantan,Sabah,Economy,Small,1.15,22,12,6,8
JEN1000000877MY,21-Jul-26,Lee,Selangor,Selangor,Economy,Small,1.4,24,16,7,8
JEN1000000878MY,21-Jul-26,Siti,WPKL,Selangor,Economy,Small,0.51,17,19,2,8
JEN1000000879MY,21-Jul-26,Lim,Johor,Kelantan,Economy,Small,1.11,21,19,9,8
JEN1000000880MY,21-Jul-26,Raj,Penang,Sabah,Economy,Small,0.67,25,14,8,8
JEN1000000881MY,21-Jul-26,Tan,Selangor,WPKL,Economy,Small,1.26,23,16,4,8
JEN1000000882MY,21-Jul-26,Raj,WPKL,Sabah,Economy,Small,1.81,15,10,10,8
JEN1000000883MY,21-Jul-26,Raj,Selangor,Perak,Economy,Small,1.74,18,16,8,8
JEN1000000884MY,21-Jul-26,Lee,Sarawak,Sarawak,Economy,Small,0.82,23,13,4,8
JEN1000000885MY,21-Jul-26,Tan,Johor,Penang,Economy,Small,1.16,20,16,4,8
JEN1000000886MY,21-Jul-26,Lee,Johor,Johor,Economy,Small,0.12,25,10,4,8
JEN1000000887MY,21-Jul-26,Hafiz,Sarawak,Johor,Economy,Small,0.26,25,16,9,8
JEN1000000888MY,21-Jul-26,Nurul,Sarawak,Johor,Economy,Small,0.96,21,18,9,8
JEN1000000889MY,21-Jul-26,Lim,Sabah,Penang,Economy,Small,0.45,24,10,9,8
JEN1000000890MY,21-Jul-26,Zana,Pahang,Perak,Economy,Small,0.88,23,19,7,8
JEN1000000891MY,21-Jul-26,Ahmad,WPKL,Kelantan,Economy,Small,1.44,16,19,9,8
JEN1000000892MY,21-Jul-26,Ahmad,Johor,Pahang,Economy,Small,1.97,19,17,10,8
JEN1000000893MY,21-Jul-26,Aina,Pahang,Selangor,Economy,Small,0.57,25,20,3,8
JEN1000000894MY,21-Jul-26,Lee,Perak,WPKL,Economy,Small,1.82,23,10,9,8
JEN1000000895MY,21-Jul-26,Tan,Pahang,Kelantan,Economy,Small,1.19,20,16,7,8
JEN1000000896MY,21-Jul-26,Zana,Perak,Johor,Economy,Small,0.17,24,14,6,8
JEN1000000897MY,21-Jul-26,Tan,Kelantan,Johor,Economy,Small,1.19,25,14,2,8
JEN1000000898MY,21-Jul-26,Siti,Kelantan,Selangor,Economy,Small,0.34,16,14,6,8
JEN1000000899MY,21-Jul-26,Hafiz,Perak,Perak,Economy,Small,1.73,15,11,4,8
JEN1000000900MY,21-Jul-26,Lee,Johor,Kelantan,Economy,Small,0.8,17,14,5,8
JEN1000000901MY,21-Jul-26,Hafiz,Johor,Pahang,Economy,Small,1.74,20,11,4,8
JEN1000000902MY,21-Jul-26,Lee,Johor,Kelantan,Economy,Small,1.53,21,16,5,8
JEN1000000903MY,21-Jul-26,Ahmad,Johor,Penang,Economy,Small,1.2,20,10,6,8
JEN1000000904MY,21-Jul-26,Aina,WPKL,Johor,Economy,Small,0.98,22,14,9,8
JEN1000000905MY,21-Jul-26,Siti,Penang,Sarawak,Economy,Small,1.4,21,17,6,8
JEN1000000906MY,21-Jul-26,Aina,Pahang,Sarawak,Economy,Small,0.12,22,16,7,8
JEN1000000907MY,21-Jul-26,Hafiz,WPKL,Selangor,Economy,Small,1.84,25,15,8,8
JEN1000000908MY,21-Jul-26,Lee,Perak,Sabah,Economy,Small,0.61,16,14,8,8
JEN1000000909MY,21-Jul-26,Aina,Penang,Penang,Economy,Small,1.09,25,12,7,8
JEN1000000910MY,21-Jul-26,Aina,WPKL,WPKL,Economy,Small,1.68,15,16,3,8
JEN1000000911MY,21-Jul-26,Zana,Selangor,Kelantan,Economy,Small,0.77,19,14,5,8
JEN1000000912MY,21-Jul-26,Hafiz,WPKL,Selangor,Economy,Small,0.21,24,20,5,8
JEN1000000913MY,21-Jul-26,Hafiz,Selangor,Selangor,Economy,Small,0.26,24,12,8,8
JEN1000000914MY,21-Jul-26,Ahmad,Johor,Selangor,Economy,Small,1.42,19,14,9,8
JEN1000000915MY,21-Jul-26,Siti,Kelantan,Perak,Economy,Small,1.56,25,15,6,8
JEN1000000916MY,21-Jul-26,Zana,Selangor,Perak,Economy,Small,1.58,21,16,7,8
JEN1000000917MY,21-Jul-26,Hafiz,Perak,Perak,Economy,Small,0.44,16,17,5,8
JEN1000000918MY,21-Jul-26,Nurul,Sarawak,Johor,Economy,Small,1.33,16,12,10,8
JEN1000000919MY,21-Jul-26,Ahmad,Penang,Selangor,Economy,Small,1.83,19,11,2,8
JEN1000000920MY,21-Jul-26,Zana,Selangor,Perak,Economy,Small,1.58,15,17,4,8
JEN1000000921MY,21-Jul-26,Aina,WPKL,Sarawak,Economy,Small,0.61,20,16,2,8
JEN1000000922MY,21-Jul-26,Zana,Kelantan,Kelantan,Economy,Small,0.93,16,18,5,8
JEN1000000923MY,21-Jul-26,Tan,Sarawak,Kelantan,Economy,Small,0.33,23,15,7,8
JEN1000000924MY,21-Jul-26,Aina,Sarawak,WPKL,Economy,Small,1.3,25,11,7,8
JEN1000000925MY,21-Jul-26,Siti,Sabah,Selangor,Economy,Small,1.7,19,20,5,8
JEN1000000926MY,21-Jul-26,Nurul,Pahang,WPKL,Economy,Small,1.94,25,13,6,8
JEN1000000927MY,21-Jul-26,Siti,Selangor,Sabah,Economy,Small,1.02,25,17,5,8
JEN1000000928MY,21-Jul-26,Nurul,WPKL,Penang,Economy,Small,0.15,24,13,9,8
JEN1000000929MY,21-Jul-26,Zana,Selangor,Pahang,Economy,Small,1.32,22,18,9,8
JEN1000000930MY,21-Jul-26,Lim,WPKL,Sabah,Economy,Small,0.21,15,16,3,8
JEN1000000931MY,21-Jul-26,Ahmad,Pahang,Kelantan,Economy,Small,1.89,23,12,5,8
JEN1000000932MY,21-Jul-26,Lim,WPKL,Johor,Economy,Small,1.03,15,17,2,8
JEN1000000933MY,21-Jul-26,Lee,Johor,WPKL,Economy,Small,0.43,15,14,3,8
JEN1000000934MY,21-Jul-26,Hafiz,Johor,Selangor,Economy,Small,1.65,16,11,9,8
JEN1000000935MY,21-Jul-26,Raj,Penang,Selangor,Economy,Small,1.63,21,15,8,8
JEN1000000936MY,21-Jul-26,Raj,Selangor,Pahang,Economy,Small,0.36,18,10,4,8
JEN1000000937MY,21-Jul-26,Aina,Selangor,Selangor,Economy,Small,0.62,21,12,7,8
JEN1000000938MY,21-Jul-26,Ahmad,Johor,Kelantan,Economy,Small,0.56,24,10,4,8
JEN1000000939MY,21-Jul-26,Zana,Sarawak,Johor,Economy,Small,0.13,22,11,2,8
JEN1000000940MY,21-Jul-26,Lee,Johor,Selangor,Economy,Small,1.44,24,14,8,8
JEN1000000941MY,21-Jul-26,Nurul,Johor,Penang,Economy,Small,0.37,19,18,9,8
JEN1000000942MY,21-Jul-26,Lee,Penang,Johor,Economy,Small,1.26,15,19,4,8
JEN1000000943MY,21-Jul-26,Lim,Selangor,Perak,Economy,Small,0.76,15,18,5,8
JEN1000000944MY,21-Jul-26,Aina,Selangor,Pahang,Economy,Small,1.96,24,15,10,8
JEN1000000945MY,21-Jul-26,Zana,Penang,Kelantan,Economy,Small,1.56,25,13,6,8
JEN1000000946MY,21-Jul-26,Siti,Penang,Selangor,Economy,Small,1.61,25,17,9,8
JEN1000000947MY,21-Jul-26,Nurul,Johor,WPKL,Economy,Small,0.2,20,14,5,8
JEN1000000948MY,21-Jul-26,Zana,Perak,Sabah,Economy,Small,1.27,22,10,3,8
JEN1000000949MY,21-Jul-26,Ahmad,Pahang,Johor,Economy,Small,0.4,15,17,10,8
JEN1000000950MY,21-Jul-26,Nurul,Selangor,Penang,Economy,Small,1.47,24,19,7,8
JEN1000000951MY,21-Jul-26,Ahmad,Penang,Sabah,Economy,Small,0.54,16,15,5,8
JEN1000000952MY,21-Jul-26,Lee,Penang,Sarawak,Economy,Small,1.75,21,13,3,8
JEN1000000953MY,21-Jul-26,Siti,Kelantan,WPKL,Economy,Small,1.79,17,13,9,8
JEN1000000954MY,21-Jul-26,Tan,Sarawak,Sabah,Economy,Small,0.36,18,20,7,8
JEN1000000955MY,21-Jul-26,Siti,Penang,Sabah,Economy,Small,0.34,24,10,6,8
JEN1000000956MY,21-Jul-26,Tan,Selangor,Kelantan,Economy,Small,0.97,17,15,5,8
JEN1000000957MY,21-Jul-26,Nurul,Johor,Johor,Economy,Small,1.2,23,13,3,8
JEN1000000958MY,21-Jul-26,Lee,Pahang,Kelantan,Economy,Small,1.74,18,19,9,8
JEN1000000959MY,21-Jul-26,Nurul,Perak,WPKL,Economy,Small,1.49,18,13,7,8
JEN1000000960MY,21-Jul-26,Zana,Penang,Johor,Economy,Small,1.84,15,16,2,8
JEN1000000961MY,21-Jul-26,Ahmad,Kelantan,Pahang,Economy,Small,0.16,23,16,9,8
JEN1000000962MY,21-Jul-26,Lim,Kelantan,Kelantan,Economy,Small,0.56,23,10,8,8
JEN1000000963MY,21-Jul-26,Lee,Johor,Sabah,Economy,Small,0.66,25,11,2,8
JEN1000000964MY,21-Jul-26,Lee,Perak,Johor,Economy,Small,1.44,24,19,2,8
JEN1000000965MY,21-Jul-26,Lee,Kelantan,Johor,Economy,Small,1.76,21,12,7,8
JEN1000000966MY,21-Jul-26,Tan,WPKL,Selangor,Economy,Small,0.83,20,18,2,8
JEN1000000967MY,21-Jul-26,Ahmad,Sarawak,Perak,Economy,Small,1.43,24,18,5,8
JEN1000000968MY,21-Jul-26,Ahmad,Sabah,WPKL,Economy,Small,1.08,25,15,2,8
JEN1000000969MY,21-Jul-26,Siti,Sarawak,Sabah,Economy,Small,0.98,15,15,7,8
JEN1000000970MY,21-Jul-26,Lim,Pahang,Selangor,Economy,Small,1.17,18,12,7,8
JEN1000000971MY,21-Jul-26,Raj,Pahang,Selangor,Economy,Small,1.33,24,13,5,8
JEN1000000972MY,21-Jul-26,Ahmad,Sabah,Perak,Economy,Small,1.06,21,14,2,8
JEN1000000973MY,21-Jul-26,Lee,Sabah,Sabah,Economy,Small,0.96,23,18,3,8
JEN1000000974MY,21-Jul-26,Ahmad,Pahang,Pahang,Economy,Small,1.81,22,19,7,8
JEN1000000975MY,21-Jul-26,Ahmad,Penang,Kelantan,Economy,Small,0.27,21,12,6,8
JEN1000000976MY,21-Jul-26,Lim,Selangor,Johor,Economy,Small,0.62,17,17,4,8
JEN1000000977MY,21-Jul-26,Lee,Pahang,WPKL,Economy,Small,0.66,25,18,4,8
JEN1000000978MY,21-Jul-26,Lim,Sabah,Sarawak,Economy,Small,0.94,25,10,6,8
JEN1000000979MY,21-Jul-26,Nurul,Selangor,WPKL,Economy,Small,1.76,18,18,7,8
JEN1000000980MY,21-Jul-26,Lee,Sabah,Sabah,Economy,Small,1.02,25,18,10,8
JEN1000000981MY,21-Jul-26,Lim,Kelantan,Perak,Economy,Small,1.18,19,12,6,8
JEN1000000982MY,21-Jul-26,Tan,Kelantan,Sabah,Economy,Small,1.94,15,12,7,8
JEN1000000983MY,21-Jul-26,Siti,Kelantan,Johor,Economy,Small,1.28,17,18,6,8
JEN1000000984MY,21-Jul-26,Hafiz,Johor,Johor,Economy,Small,0.41,16,10,7,8
JEN1000000985MY,21-Jul-26,Zana,Johor,Kelantan,Economy,Small,0.59,17,13,10,8
JEN1000000986MY,21-Jul-26,Aina,Sabah,Sabah,Economy,Small,0.38,22,18,4,8
JEN1000000987MY,21-Jul-26,Lee,Perak,Selangor,Economy,Small,1.85,21,17,4,8
JEN1000000988MY,21-Jul-26,Tan,Sabah,Johor,Economy,Small,0.11,23,18,7,8
JEN1000000989MY,21-Jul-26,Hafiz,Kelantan,Perak,Economy,Small,1.94,24,20,4,8
JEN1000000990MY,21-Jul-26,Aina,Kelantan,Sabah,Economy,Small,1.41,22,10,4,8
JEN1000000991MY,21-Jul-26,Raj,Selangor,Perak,Economy,Small,0.15,24,13,9,8
JEN1000000992MY,21-Jul-26,Lim,Selangor,Sabah,Economy,Small,0.2,25,13,10,8
JEN1000000993MY,21-Jul-26,Aina,Perak,Penang,Economy,Small,0.14,23,17,3,8
JEN1000000994MY,21-Jul-26,Zana,Sarawak,Penang,Economy,Small,1.03,24,19,10,8
JEN1000000995MY,21-Jul-26,Raj,Sabah,Sarawak,Economy,Small,0.38,21,15,8,8
JEN1000000996MY,21-Jul-26,Ahmad,WPKL,Perak,Economy,Small,0.76,19,17,10,8
JEN1000000997MY,21-Jul-26,Siti,Penang,Kelantan,Economy,Small,1.51,21,17,6,8
JEN1000000998MY,21-Jul-26,Siti,Sarawak,Sarawak,Economy,Small,0.37,24,19,3,8
JEN1000000999MY,21-Jul-26,Hafiz,Penang,Perak,Economy,Small,1,23,15,3,8
JEN1000001000MY,21-Jul-26,Siti,Sarawak,Selangor,Economy,Small,0.11,25,14,8,8
